container 1 cpu percentage,container 1 memory percentage,input container logs,input journal logs,input system logs,output processed logs,output dropped logs,output retried logs,agent restarts,container 2 cpu percentage,container 2 memory percentage,container 3 cpu percentage,container 3 memory percentage,input container logs bytes,input journal logs bytes,input system logs bytes,output processed bytes,status
0.399,2.14,2942,16304,744,19987,0,0,0,0.112,22.7,0.0761,10.2,2141047,12003876,116745,14178805,0
0.39,2.13,2712,16406,744,19843,0,0,0,0.111,22.7,0.078,10.1,1970220,12044541,116745,14014878,0
0.401,2.13,3626,16675,744,21048,0,0,0,0.11,22.7,0.0786,10.1,2605451,12347434,116745,15047718,0
0.4,2.13,3737,16556,744,21035,0,0,0,0.11,22.7,0.0792,10.1,2684564,12065445,116745,14869544,0
0.401,2.14,3972,16704,744,21412,0,0,0,0.11,22.7,0.0769,10.1,2824931,12209098,116745,15166805,0
0.421,2.14,5152,16751,744,22637,0,0,0,0.109,22.7,0.0757,10.1,3545425,12177393,116745,15985870,0
0.432,2.14,5805,17091,744,23635,0,0,0,0.109,22.7,0.0779,10.1,3961616,12587758,116930,16858342,0
0.432,2.14,5489,17117,744,23357,0,0,0,0.108,22.7,0.0772,10.1,3795796,12592649,116930,16669686,0
0.427,2.15,4506,16690,744,21934,0,0,0,0.109,22.7,0.0769,10.1,3128911,12136708,116930,15463052,0
0.408,2.14,4359,16539,744,21639,0,0,0,0.11,22.7,0.0738,10.1,3013407,12031546,116930,15234191,0
0.405,2.14,4210,16452,744,21405,0,0,0,0.11,22.7,0.0727,10.1,2882591,11954690,116930,15022334,0
0.408,2.14,3383,16148,744,20275,0,0,0,0.111,22.7,0.0749,10.1,2375072,11577633,116930,14074112,0
0.387,2.14,2614,15741,744,19104,0,0,0,0.111,22.7,0.0742,10.1,1876480,11125761,116745,13069547,0
0.382,2.13,2992,15554,744,19294,0,0,0,0.112,22.7,0.0732,10.1,2093089,10964246,116745,13182830,0
0.398,2.14,3903,15738,744,20368,0,0,0,0.112,22.7,0.0731,10.1,2708230,11188727,116742,14081539,0
0.396,2.13,3888,15684,744,20319,0,0,0,0.112,22.7,0.0749,10.1,2730300,11128870,116742,14064141,0
0.399,2.14,3906,15731,744,20392,0,0,0,0.11,22.7,0.0762,10.1,2772037,11196477,116742,14164811,0
0.409,2.14,4207,15657,744,20611,0,0,0,0.109,22.7,0.0734,10.1,2976022,11214326,116742,14405226,0
0.418,2.14,5169,15937,744,21838,0,0,0,0.11,22.7,0.0709,10.1,3596758,11570320,116742,15451909,0
0.425,2.14,5103,16159,744,22001,0,0,0,0.109,22.7,0.0693,10.1,3564201,11788963,116742,15612509,0
0.424,2.14,4313,16151,744,21224,0,0,0,0.108,22.7,0.0701,10.1,3029673,11732031,116745,14964286,0
0.407,2.14,4373,16286,744,21406,0,0,0,0.108,22.7,0.0722,10.1,3044409,11847883,116745,15083673,0
0.406,2.15,4261,16114,744,21111,0,0,0,0.109,22.7,0.0694,10.1,2963606,11680312,116745,14831052,0
0.405,2.15,3649,16205,744,20588,0,0,0,0.11,22.7,0.0695,10.1,2597746,11720768,116745,14428368,0
0.394,2.15,2734,15999,744,19486,0,0,0,0.109,22.7,0.0701,10.1,1990464,11408083,116745,13449205,0
0.381,2.15,2494,15866,744,19093,0,0,0,0.108,22.7,0.0712,10.1,1831299,11284885,116745,13134594,0
0.391,2.15,3285,16122,744,20137,0,0,0,0.108,22.7,0.076,10.1,2353574,11546822,116741,13989198,0
0.391,2.14,3672,16160,744,20579,0,0,0,0.109,22.7,0.0728,10.1,2621902,11628351,116741,14378245,0
0.391,2.14,3769,16317,744,20773,0,0,0,0.109,22.7,0.068,10.1,2696752,11767193,116741,14543887,0
0.401,2.14,4195,16332,744,21261,0,0,0,0.109,22.7,0.0645,10.1,2944662,11787617,116741,14909004,0
0.417,2.14,5376,16589,744,22677,0,0,0,0.11,22.7,0.064,10.1,3658958,12103218,116857,16035389,0
0.422,2.15,5480,16729,744,22963,0,0,0,0.11,22.7,0.0662,10.1,3745647,12244967,116857,16304416,0
0.423,2.15,4599,16431,744,21787,0,0,0,0.109,22.7,0.068,10.1,3147266,11931559,116861,15316416,0
0.41,2.14,4472,16339,744,21544,0,0,0,0.11,22.7,0.0665,10.1,3058310,11856592,116861,15121850,0
0.411,2.14,4861,16291,744,21944,0,0,0,0.111,22.7,0.0684,10.1,3323394,11790446,116861,15422641,0
0.425,2.14,5270,16284,744,22311,0,0,0,0.111,22.7,0.0725,10.1,3581645,11779596,116857,15682011,0
0.429,2.14,4767,16211,744,21748,0,0,0,0.11,22.7,0.0776,10.1,3345875,11695705,116741,15304695,0
0.425,2.14,5283,16224,744,22250,0,0,0,0.111,22.7,0.0792,10.1,3688403,11683869,116741,15667096,0
0.444,2.16,6564,16371,744,23675,0,0,0,0.112,22.7,0.0796,10.1,4572480,11926276,116738,16902610,0
0.447,2.15,6720,16212,744,23679,0,0,0,0.113,22.7,0.0768,10.1,4719154,11777509,116738,16926715,0
0.453,2.15,6880,16453,744,24076,0,0,0,0.113,22.7,0.0767,10.1,4819314,12044485,116738,17280569,0
0.465,2.16,7035,16554,744,24339,0,32,0,0.113,22.7,0.0768,10.1,4921822,12165577,116742,17518906,0
0.467,2.16,7437,16737,744,24881,0,32,0,0.111,22.7,0.0758,10.1,5171541,12370638,116742,17967814,0
0.468,2.16,7532,16769,744,25045,0,32,0,0.112,22.7,0.0717,10.1,5250083,12433521,116742,18147923,0
0.466,2.16,6785,16581,744,24104,0,32,0,0.111,22.7,0.0707,10.1,4714903,12114679,116745,17252398,0
0.451,2.16,6792,16664,744,24199,0,32,0,0.111,22.7,0.069,10.1,4701350,12185324,116745,17315921,0
0.449,2.16,6446,16583,744,23772,0,32,0,0.109,22.7,0.0719,10.1,4469358,12059023,116745,16932868,0
0.448,2.17,5894,16553,744,23182,0,0,0,0.108,22.7,0.0704,10.1,4168430,11995464,116749,16491841,0
0.435,2.17,5171,16076,744,22032,0,0,0,0.109,22.7,0.0726,10.1,3676308,11508122,116749,15516181,0
0.432,2.17,5122,15854,744,21723,0,0,0,0.111,22.7,0.0706,10.1,3608641,11290530,116749,15206051,0
0.454,2.18,6842,16792,744,24372,0,0,0,0.112,22.7,0.0763,10.1,4753458,12461167,116749,17601811,0
0.466,2.18,7865,17327,744,25915,0,0,0,0.112,22.7,0.0759,10.1,5395456,13093851,116749,18936364,0
0.483,2.18,9157,17600,744,27468,0,0,0,0.113,22.7,0.0768,10.1,6303100,13486794,116749,20333232,0
0.503,2.19,10290,17798,744,28830,0,0,0,0.116,22.7,0.0715,10.1,7031134,13719812,116745,21436505,0
0.512,2.18,11176,18157,744,30071,0,0,0,0.115,22.7,0.0707,10.1,7623651,14089204,116745,22475786,0
0.517,2.18,10993,18253,744,29985,0,0,0,0.114,22.7,0.0702,10.1,7534806,14166183,116745,22435003,0
0.517,2.18,9296,17438,744,27478,0,0,0,0.112,22.7,0.0739,10.1,6415806,13148092,116745,20198512,0
0.485,2.18,8295,17060,744,26114,0,0,0,0.112,22.7,0.0718,10.1,5744186,12638503,116745,18961253,0
0.476,2.17,7558,16668,744,24998,0,0,0,0.113,22.7,0.0717,10.1,5206337,12131543,116745,17895636,0
0.465,2.17,6838,16442,744,24016,0,0,0,0.112,22.7,0.0701,10.1,4718973,11895140,116742,17075684,0
0.451,2.16,6239,16260,744,23240,0,0,0,0.113,22.7,0.0742,10.1,4329689,11686086,116858,16420708,0
0.448,2.17,6587,16429,744,23754,0,0,0,0.113,22.7,0.0727,10.1,4526176,11871458,116858,16837027,0
0.463,2.17,7523,16746,744,24984,0,0,0,0.113,22.7,0.0726,10.1,5141098,12281967,116862,17914606,0
0.468,2.16,8123,16991,744,25832,0,0,0,0.113,22.7,0.0704,10.1,5576998,12626668,116862,18732145,0
0.484,2.17,8735,17423,744,26911,0,0,0,0.111,22.7,0.0648,10.1,5910630,13156592,116862,19660810,0
0.502,2.17,10018,17859,748,28600,0,0,0,0.111,22.7,0.0657,10.1,6665381,13686258,117557,21035482,0
0.522,2.18,11736,18488,748,30950,0,0,0,0.11,22.7,0.0664,10.1,7691564,14417512,117441,22945577,0
0.543,2.18,12806,18841,748,32343,0,0,0,0.11,22.7,0.0626,10.1,8330056,14858171,117441,24083186,0
0.548,2.18,12451,18793,748,32032,0,0,0,0.11,22.7,0.0672,10.1,8069678,14794702,117437,23813804,0
0.541,2.18,12398,18925,748,32102,0,0,0,0.111,22.7,0.0638,10.1,7987839,15056019,117437,23968342,0
0.539,2.18,11846,18818,748,31411,0,0,0,0.112,22.7,0.064,10.2,7666130,14947707,117437,23441182,0
0.537,2.18,10906,18767,744,30446,0,0,0,0.114,22.7,0.0671,10.2,7079645,14992077,116745,22821495,0
0.52,2.17,9352,18200,744,28318,0,0,0,0.115,22.7,0.0638,10.2,6152665,14363943,116745,21122082,0
0.501,2.17,8053,17803,744,26648,0,0,0,0.116,22.7,0.0658,10.2,5374892,13880985,116745,19771098,0
0.5,2.18,8584,17940,744,27251,0,0,0,0.115,22.7,0.0666,10.2,5764163,14038336,116745,20295107,0
0.487,2.18,8128,17434,744,26287,0,0,0,0.115,22.7,0.0633,10.2,5480309,13314189,116745,19288330,0
0.477,2.18,7701,17196,744,25630,0,0,0,0.114,22.7,0.0655,10.2,5187182,13008018,116745,18680967,0
0.52,2.18,8718,21597,755,31074,0,0,0,0.114,22.7,0.0656,10.2,5989611,17153969,118389,23393612,0
0.515,2.19,9038,21553,755,31341,0,0,0,0.113,22.7,0.0666,10.2,6185794,17059514,118271,23540234,0
0.506,2.19,8704,21325,755,30802,0,0,0,0.114,22.7,0.0683,10.2,5955966,16747428,118183,23010174,0
0.498,2.18,7375,20653,755,28803,0,0,0,0.113,22.7,0.0686,10.2,5074817,15981768,118085,21277141,0
0.472,2.18,7056,20581,755,28398,0,0,0,0.112,22.7,0.0703,10.2,4873600,15872335,118039,20928398,0
0.47,2.17,7036,20492,755,28284,0,0,0,0.113,22.7,0.0713,10.2,4875332,15739979,117995,20806049,0
0.473,2.17,5577,15454,744,21768,0,0,0,0.112,22.7,0.071,10.2,3752740,10715780,116300,14912917,0
0.432,2.16,4670,17618,746,23030,0,0,0,0.112,22.7,0.0678,10.2,3164385,11703122,116710,15308798,0
0.425,2.16,4943,17539,746,23218,0,0,0,0.112,22.7,0.0654,10.2,3333396,11662020,116754,15460334,0
0.438,2.16,5731,17736,748,24201,0,0,0,0.111,22.7,0.0656,10.2,3875813,11889458,117142,16295370,0
0.436,2.15,5833,17699,748,24280,0,0,0,0.112,22.7,0.062,10.2,3942915,11891595,117142,16379116,0
0.439,2.15,5816,17519,748,24073,0,0,0,0.112,22.7,0.0638,10.2,3922406,11772701,117142,16224624,0
0.45,2.15,6215,17578,748,24549,0,0,0,0.112,22.7,0.0632,10.2,4190926,11917203,117142,16680622,0
0.452,2.15,6943,15346,746,23050,0,0,0,0.113,22.7,0.0648,10.2,4663179,10887411,116799,16110859,0
0.444,2.14,6751,15406,746,22906,0,0,0,0.114,22.7,0.0684,10.2,4534375,10969953,116799,16029750,0
0.438,2.14,5789,15162,744,21706,0,0,0,0.115,22.7,0.0744,10.2,3853338,10676328,116458,14981136,0
0.421,2.14,5647,15181,744,21580,0,0,0,0.116,22.7,0.0761,10.2,3739315,10667201,116458,14846137,0
0.415,2.14,5266,15153,744,21174,0,0,0,0.115,22.8,0.0775,10.2,3520754,10602932,116458,14535978,0
0.415,2.14,4301,15208,752,20227,0,0,0,0.116,22.8,0.0753,10.2,2942104,10534475,117657,13751919,0
0.398,2.14,3468,14968,752,19185,0,0,0,0.116,22.8,0.0788,10.2,2394910,10269293,117657,12891197,0
0.387,2.14,3126,14900,752,18767,0,0,0,0.117,22.8,0.0791,10.2,2185276,10179755,117657,12551669,0
0.398,2.14,3869,15156,752,19740,0,0,0,0.117,22.8,0.0809,10.2,2651367,10489652,117658,13364038,0
0.404,2.14,4393,15342,752,20479,0,0,0,0.116,22.8,0.0783,10.2,3026583,10709372,117658,14022490,0
0.405,2.13,4510,15558,752,20819,0,0,0,0.116,22.8,0.076,10.2,3074417,10893634,117658,14266487,0
0.419,2.13,5134,15625,744,21521,0,0,0,0.115,22.8,0.0751,10.2,3457750,10993340,116459,14831257,0
0.427,2.14,5966,15883,744,22586,0,0,0,0.115,22.8,0.0773,10.2,3967485,11310611,116520,15712251,0
0.433,2.14,6256,16048,748,23064,0,0,0,0.115,22.8,0.0758,10.1,4178248,11492605,117254,16138475,0
0.441,2.15,5790,15820,748,22367,0,0,0,0.114,22.8,0.0721,10.1,3896423,11233606,117253,15560702,0
0.43,2.15,5661,15830,749,22233,0,0,0,0.113,22.8,0.0691,10.1,3783925,11232905,117434,15427138,0
0.427,2.15,6140,15695,749,22596,0,0,0,0.112,22.8,0.0681,10.1,4107637,11189491,117434,15769212,0
0.437,2.16,6119,15462,749,22344,0,0,0,0.111,22.8,0.0706,10.1,4114790,11007473,117485,15593053,0
0.426,2.16,5390,15367,749,21471,0,0,0,0.112,22.8,0.0722,10.1,3672980,10822984,117474,14854398,0
0.418,2.16,5333,15142,745,21204,0,0,0,0.11,22.8,0.0712,10.1,3601298,10595958,116784,14592430,0
0.428,2.16,5856,15470,745,22060,0,0,0,0.109,22.8,0.071,10.1,3978794,10968862,116831,15367843,0
0.423,2.16,5505,15409,745,21610,0,0,0,0.11,22.8,0.0747,10.1,3762334,10854101,116859,14973338,0
0.42,2.15,5246,15468,745,21430,0,0,0,0.11,22.8,0.0752,10.1,3576105,10861098,116903,14794524,0
0.426,2.15,5372,15729,745,21833,0,0,0,0.11,22.8,0.0769,10.1,3632020,11123205,116903,15127348,0
0.425,2.16,5861,15904,745,22531,0,0,0,0.111,22.8,0.0749,10.2,3931681,11374434,119340,15749317,0
0.427,2.16,5848,16103,745,22697,0,0,0,0.11,22.8,0.0723,10.2,3940817,11551473,119340,15895554,0
0.423,2.15,4880,15663,745,21318,0,0,0,0.111,22.8,0.0734,10.2,3280320,11050615,119344,14701534,0
0.402,2.15,4532,15432,744,20759,0,0,0,0.112,22.8,0.0701,10.2,3043999,10860877,119181,14265845,0
0.398,2.15,4169,15449,744,20390,0,0,0,0.112,22.8,0.0693,10.2,2829109,10891227,119181,14000505,0
0.393,2.15,3309,15085,744,19140,0,0,0,0.113,22.8,0.07,10.2,2298159,10521222,119181,13003238,0
0.376,2.15,2521,14741,744,18028,0,0,0,0.112,22.8,0.0679,10.2,1820933,10115208,116745,12074522,0
0.368,2.15,2436,14566,744,17758,0,0,0,0.112,22.8,0.0701,10.2,1768386,9962783,116745,11859827,0
0.39,2.15,3577,16056,744,20317,0,0,0,0.115,22.8,0.073,10.2,2523345,11061256,116742,13770554,0
0.401,2.16,4116,17461,744,22323,0,0,0,0.115,22.8,0.0729,10.2,2869865,11790442,116742,15000809,0
0.409,2.16,4503,17509,744,22738,0,0,0,0.115,22.8,0.0767,10.2,3110356,11861335,116742,15343479,0
0.424,2.16,5416,17840,744,23981,0,0,0,0.113,22.8,0.0755,10.2,3669042,12215737,116742,16333486,0
0.435,2.17,6295,18013,744,25047,0,0,0,0.112,22.8,0.0747,10.2,4246862,12462236,116811,17243018,0
0.443,2.17,6401,18066,744,25204,0,0,0,0.112,22.8,0.0766,10.2,4325556,12567879,116811,17422859,0
0.446,2.17,5466,16770,744,23018,0,0,0,0.111,22.8,0.0775,10.1,3704642,11696128,116811,15849756,0
0.419,2.16,5068,15472,744,21286,0,0,0,0.11,22.8,0.0772,10.2,3458725,11080119,116811,14865906,0
0.413,2.16,5097,15520,744,21361,0,0,0,0.107,22.8,0.0752,10.2,3478391,11160044,116811,14960418,0
0.421,2.17,4829,15751,744,21328,0,0,0,0.109,22.8,0.075,10.2,3311513,11362206,116811,14957496,0
0.406,2.16,4020,15741,744,20505,0,0,0,0.11,22.8,0.0753,10.2,2790677,11267561,116742,14261786,0
0.396,2.15,3810,15630,744,20190,0,0,0,0.11,22.8,0.0771,10.2,2619733,11082762,116742,13913752,0
0.41,2.15,4482,15925,744,21155,0,0,0,0.111,22.8,0.0783,10.2,3039287,11354874,116745,14670767,0
0.408,2.15,4850,16057,744,21636,0,0,0,0.11,22.8,0.0753,10.3,3326627,11499684,116745,15104224,0
0.413,2.16,4680,15974,744,21395,0,0,0,0.111,22.8,0.0756,10.3,3213050,11334286,116745,14834316,0
0.42,2.15,4944,15794,744,21501,0,0,0,0.113,22.8,0.0778,10.3,3372825,11163957,116745,14887284,0
0.418,2.15,5707,15807,744,22244,0,0,0,0.11,22.8,0.0781,10.3,3847634,11243277,116745,15491608,0
0.461,2.16,7411,19201,791,27377,0,0,0,0.11,22.8,0.0798,10.3,5156651,15439030,123616,20840442,0
0.53,2.19,9421,25346,791,35573,0,0,0,0.11,22.8,0.0763,10.3,7014301,23379722,123616,30240778,0
0.509,2.19,8894,25336,791,35035,0,0,0,0.109,22.8,0.0756,10.2,6631575,23409526,123616,29836326,0
0.504,2.19,8611,25406,791,34811,0,0,0,0.11,22.8,0.0775,10.2,6476114,23568142,123616,29780616,0
0.504,2.2,7797,25322,791,33905,0,0,0,0.111,22.8,0.0758,10.2,6004526,23419192,123616,29071471,0
0.487,2.21,7047,25156,791,33008,0,0,0,0.111,22.8,0.0755,10.2,5520383,23173003,123755,28293025,0
0.484,2.21,5518,21967,744,28243,0,0,0,0.111,22.8,0.073,10.2,4338291,19219083,116884,23297359,0
0.474,2.23,4421,17201,755,22375,0,0,0,0.111,22.8,0.0728,10.2,3156992,12921492,118536,16204850,0
0.408,2.21,4875,16911,755,22536,0,0,0,0.112,22.8,0.0748,10.2,3423988,12568536,118536,16195973,0
0.414,2.2,5177,16793,755,22729,0,0,0,0.113,22.8,0.0746,10.2,3616465,12394824,118536,16266735,0
0.429,2.2,5873,16891,755,23496,0,0,0,0.113,22.8,0.0719,10.2,4013087,12574346,118536,16878821,0
0.436,2.2,6555,17113,755,24412,0,0,0,0.113,22.8,0.0705,10.2,4462113,12864789,118397,17681380,0
0.442,2.2,6467,17154,755,24389,0,0,0,0.113,22.8,0.0709,10.2,4417574,12888598,118397,17672747,0
0.439,2.2,4723,15456,744,20909,0,0,0,0.113,22.8,0.0744,10.2,3232018,10928616,116745,14459985,0
0.404,2.19,4480,15609,744,20835,0,0,0,0.113,22.8,0.0733,10.2,3077173,11075821,116745,14425632,0
0.402,2.19,4384,15702,744,20832,0,0,0,0.114,22.8,0.075,10.2,2986186,11144181,116745,14392597,0
0.405,2.2,3943,15517,744,20202,0,0,0,0.113,22.8,0.0724,10.2,2686808,10895352,116745,13821951,0
0.393,2.2,3367,15393,744,19503,0,0,0,0.112,22.8,0.0739,10.2,2294551,10733407,116745,13217252,0
0.387,2.19,3460,15278,744,19466,0,0,0,0.112,22.8,0.0763,10.2,2325403,10610961,116745,13138249,0
0.403,2.19,4520,15515,744,20789,0,0,0,0.111,22.8,0.0761,10.2,3003011,10891501,116745,14215337,0
0.399,2.19,4457,15550,744,20753,0,0,0,0.112,22.8,0.0734,10.2,2992955,10914535,116745,14209095,0
0.402,2.19,4507,15387,744,20639,0,0,0,0.112,22.8,0.0704,10.2,3043452,10750267,116745,14115328,0
0.41,2.19,4679,15549,744,21004,0,0,0,0.112,22.8,0.0691,10.2,3192342,10930108,116749,14472663,0
0.418,2.19,5529,15844,744,22090,0,0,0,0.114,22.8,0.071,10.2,3707154,11248292,116749,15333472,0
0.506,2.21,8961,23250,791,32984,0,0,0,0.114,22.8,0.0722,10.2,6640834,20490816,123620,27140876,0
0.544,2.22,9499,27076,802,37373,0,0,0,0.114,22.8,0.0734,10.2,7257156,25075258,125276,32042425,0
0.522,2.22,9376,27029,802,37202,0,0,0,0.114,22.8,0.071,10.2,7165390,25023140,125276,31892657,0
0.521,2.23,9160,27131,802,37095,0,0,0,0.115,22.8,0.0686,10.2,7027024,25082096,125276,31792406,0
0.52,2.23,8627,26904,802,36327,0,0,0,0.116,22.8,0.0729,10.2,6689982,24848227,125268,31169985,0
0.508,2.24,7645,26479,802,34949,0,0,0,0.114,22.8,0.0746,10.2,6101661,24375218,125407,30054147,0
0.498,2.24,3991,19295,867,24176,0,0,0,0.113,22.8,0.0757,10.3,3037653,15320509,134979,18290516,0
0.427,2.22,3369,15619,856,19846,0,0,0,0.113,22.8,0.0755,10.3,2393471,10925316,133323,13511536,0
0.387,2.22,3749,15583,856,20182,0,0,0,0.114,22.8,0.073,10.3,2643334,10916225,133323,13787395,0
0.396,2.22,4062,15798,856,20708,0,0,0,0.113,22.8,0.0729,10.3,2843379,11206355,133323,14272293,0
0.41,2.22,4713,16103,856,21663,0,0,0,0.111,22.8,0.0748,10.3,3262524,11505238,133327,15042996,0
0.421,2.23,5653,16256,856,22759,0,0,0,0.112,22.8,0.0704,10.3,3840558,11751515,133188,15958672,0
0.425,2.23,5665,15984,744,22393,0,0,0,0.114,22.8,0.0653,10.3,3866588,11530404,116745,15759474,0
0.424,2.25,4658,15559,744,20966,0,0,0,0.113,22.8,0.0646,10.3,3186881,11003304,116741,14493500,0
0.408,2.25,4684,15476,744,20903,0,0,0,0.114,22.8,0.0632,10.3,3169995,10944858,116741,14422303,0
0.413,2.25,4915,15254,744,20896,0,0,0,0.113,22.8,0.0655,10.3,3337363,10722824,116741,14402182,0
0.42,2.26,5012,15045,744,20785,0,0,0,0.113,22.8,0.0656,10.3,3394550,10512213,116737,14275339,0
0.423,2.26,4949,15231,744,20922,0,0,0,0.115,22.8,0.0652,10.3,3384494,10637853,116737,14374010,0
0.427,2.26,5810,15459,744,22000,0,0,0,0.114,22.8,0.0695,10.3,3943435,10865177,116737,15234667,0
0.446,2.27,7021,15742,744,23495,0,0,0,0.113,22.8,0.0724,10.3,4752216,11173923,116741,16464879,0
0.448,2.26,7106,16016,744,23868,0,0,0,0.113,22.8,0.0705,10.2,4859619,11404716,116741,16800272,0
0.458,2.26,7340,16085,744,24182,0,0,0,0.113,22.8,0.0725,10.2,5006984,11453498,116741,17034560,0
0.466,2.26,7594,16246,744,24595,0,0,0,0.113,22.8,0.0697,10.2,5144698,11666046,116745,17391247,0
0.467,2.25,7713,16291,744,24750,0,0,0,0.113,22.8,0.0717,10.2,5235287,11709953,116745,17538000,0
0.465,2.25,7538,16207,744,24504,0,0,0,0.113,22.8,0.0721,10.2,5115781,11637260,116745,17337189,0
0.457,2.25,6778,15835,744,23368,0,0,0,0.114,22.8,0.0729,10.1,4576244,11255907,116741,16358968,0
0.44,2.25,6665,15480,744,22899,0,0,0,0.114,22.8,0.0746,10.1,4486270,10947894,116741,15965284,0
0.439,2.24,6151,15492,744,22392,0,0,0,0.111,22.8,0.0731,10.1,4167501,10958584,116741,15585405,0
0.429,2.24,5218,15162,744,21134,0,0,0,0.109,22.8,0.0731,10.2,3600018,10591871,116745,14578339,0
0.416,2.24,4616,14745,744,20116,0,0,0,0.109,22.8,0.0752,10.2,3172740,10203904,116745,13717928,0
0.415,2.24,4651,14743,744,20115,0,0,0,0.109,22.8,0.0757,10.2,3181495,10217456,116745,13711742,0
0.436,2.24,6297,15524,744,22539,0,0,0,0.108,22.8,0.0783,10.2,4271801,11171222,116745,15860903,0
0.453,2.24,7697,16476,744,24881,0,0,0,0.106,22.8,0.0752,10.2,5152907,12236675,116745,17890751,0
0.472,2.24,8842,16944,744,26525,0,0,0,0.107,22.8,0.0736,10.2,5880294,12780392,116745,19286931,0
0.488,2.23,10046,17443,744,28194,0,0,0,0.109,22.8,0.0772,10.2,6642876,13297542,116741,20637541,0
0.512,2.23,11352,18100,744,30151,0,0,0,0.111,22.8,0.0772,10.2,7521203,13995087,116741,22309163,0
0.518,2.24,11203,18248,744,30199,0,0,0,0.109,22.8,0.0774,10.2,7456048,14102684,116741,22377457,0
0.518,2.24,9720,17720,744,28185,0,0,0,0.109,22.8,0.0757,10.2,6484818,13390938,116647,20580760,0
0.492,2.24,8687,16996,744,26428,0,0,0,0.108,22.8,0.0749,10.2,5804875,12524781,116555,18994139,0
0.481,2.24,8191,16546,744,25441,0,0,0,0.11,22.8,0.0756,10.2,5496249,12040724,116467,18130082,0
0.478,2.24,8122,16349,744,25244,0,0,0,0.11,22.8,0.0762,10.2,5461641,11889256,116391,17999653,0
0.47,2.24,7302,16145,744,24229,0,0,0,0.11,22.8,0.0754,10.2,4924467,11636552,116457,17146556,0
0.459,2.24,7580,15990,744,24315,0,0,0,0.111,22.8,0.0734,10.2,5075105,11545554,116413,17211226,0
0.475,2.24,8553,16368,744,25673,0,0,0,0.112,22.8,0.0756,10.2,5728757,12018238,116464,18419237,0
0.484,2.25,9122,16856,744,26744,0,0,0,0.113,22.8,0.0768,10.2,6147506,12605113,116510,19438736,0
0.499,2.25,9810,17148,744,27708,0,0,0,0.114,22.8,0.0752,10.2,6506296,12938392,116554,20191415,0
0.525,2.26,11264,17672,748,29677,0,0,0,0.112,22.8,0.0767,10.2,7392700,13547107,117263,21812034,0
0.546,2.26,13214,18182,748,32129,0,0,0,0.111,22.8,0.0742,10.2,8592018,14217577,117146,23847696,0
0.57,2.27,14739,18482,748,33968,0,0,0,0.111,22.8,0.0751,10.2,9515478,14634916,117146,25338613,0
0.586,2.27,15030,18539,748,34308,0,0,0,0.11,22.8,0.0774,10.2,9682555,14792963,117142,25674270,0
0.582,2.27,15164,18533,748,34443,0,0,0,0.109,22.8,0.0749,10.2,9764610,14856863,117142,25832364,0
0.582,2.26,14621,18574,748,33978,0,0,0,0.109,22.8,0.0735,10.2,9459067,14967733,117142,25592428,0
0.575,2.26,13015,18180,744,31941,0,0,0,0.109,22.8,0.0708,10.2,8482685,14494202,116454,23962153,0
0.549,2.26,11202,17747,744,29698,0,0,0,0.11,22.8,0.071,10.2,7371558,13947655,116454,22128512,0
0.527,2.25,9849,17851,744,28437,0,0,0,0.111,22.8,0.0749,10.2,6614309,13959881,116454,21212681,0
0.517,2.25,9514,17558,744,27790,0,0,0,0.112,22.8,0.0754,10.2,6390225,13575683,116454,20579115,0
0.5,2.24,9160,17286,744,27169,0,0,0,0.112,22.8,0.0745,10.2,6186577,13161516,116454,19953000,0
0.486,2.24,8668,16790,744,26198,0,0,0,0.113,22.8,0.0707,10.3,5888346,12516598,116454,19020064,0
0.484,2.24,8600,16819,744,26167,0,0,0,0.112,22.8,0.07,10.3,5847511,12518215,116458,18969353,0
0.49,2.24,9068,16704,744,26515,0,0,0,0.113,22.8,0.0732,10.3,6128225,12367769,116574,19173925,0
0.488,2.25,8769,16418,744,25948,0,0,0,0.113,22.8,0.0731,10.3,5917835,12064037,116574,18661541,0
0.478,2.24,7615,16193,744,24589,0,0,0,0.113,22.8,0.0734,10.3,5191571,11754363,116570,17542568,0
0.458,2.24,7043,15895,744,23702,0,0,0,0.113,22.8,0.07,10.3,4778112,11470139,116570,16793229,0
0.452,2.26,7039,15996,744,23766,0,0,0,0.113,22.8,0.0707,10.3,4754065,11579186,116570,16840936,0
